date,city,temperature_2m_above_ground,specific_humidity_2m_above_ground,relative_humidity_2m_above_ground,u_component_of_wind_10m_above_ground,v_component_of_wind_10m_above_ground,precipitable_water_entire_atmosphere,total_precipitation_surface
15-04-01,Algeirs,11.984258889639275,0.007020426570232558,79.65369107902691,-1.0086216181830843,-1.2477560168527748,11.792043187284984,0.0
15-04-02,Algeirs,12.426161725034019,0.006639010561079348,73.36908725846199,-0.8828937983693637,-0.6748521375364714,10.580860415774007,0.0
15-04-03,Algeirs,13.183236671775925,0.007103190023761233,73.6489259804449,-0.5548212246885474,-0.9755087171085381,13.22444913650072,0.0
15-04-04,Algeirs,12.117507216750958,0.006628470957280457,74.24941688840107,-0.762048373192734,-1.3152876037932804,11.899657484664715,0.0
15-04-05,Algeirs,11.775279760873469,0.006603851301128657,75.41455765231963,-1.9700644580305615,-1.7303783188888213,13.397950518996486,0.015292338879218187
15-04-06,Algeirs,11.154271474448606,0.0067144662133976326,79.4709022691173,-2.197199546364737,-1.5737869245668634,18.377688545437273,0.264940188654388
15-04-07,Algeirs,12.451531322028073,0.0058668560601153755,65.16355619430543,-2.388246583237603,0.20827822103916152,14.765497542709435,0.0037432796083971542
15-04-08,Algeirs,14.55560345188266,0.004860788175879392,46.32199670691645,-1.7890577536476877,2.0300886664962676,10.790087541841693,0.0
15-04-09,Algeirs,16.303762048290647,0.0045617841671706655,38.065148555335185,-1.3724354502900196,3.3901820356461916,12.042574157573844,0.0
15-04-20,Algeirs,16.081361942906558,0.007411101976439597,64.73724570325626,-1.9709307388122126,-0.6960335840801559,17.57487260577499,0.14029771764825288
15-04-21,Algeirs,19.5184350885371,0.008744267931036522,62.16152662320803,-0.6364018680510282,1.005735191804362,22.74077998169007,0.1583346780180501
15-04-22,Algeirs,18.339050606758388,0.009404119342360245,71.60530362308666,0.07578360141274991,-0.4739294147120177,22.86815230449041,0.03395497220410635
15-04-23,Algeirs,17.33537845611575,0.009897561556965074,78.46320034124518,-0.15987163757634978,-1.1639764480121304,20.39975167410348,0.014873655426556309
15-04-24,Algeirs,17.647201049968785,0.009719667096136598,75.19728613566328,0.2761848055951608,-0.9066726956808169,19.2454505657637,0.0029038977939435232
15-04-25,Algeirs,18.06676727828162,0.009285586413968686,70.84954425904058,0.4267325204033505,-0.7230409777823396,24.248158958970862,0.16633131637135323
15-04-26,Algeirs,16.60233144452497,0.007415677871372331,61.5507806287017,3.463324527401022,0.5694435370068306,17.358629307182884,0.07816196009629377
15-04-27,Algeirs,14.957767230208228,0.006634900375564773,60.800007847303995,2.325651825899359,0.16436020530940548,13.730867159751154,0.02122715057852748
15-04-28,Algeirs,15.332378930943008,0.007076163124950272,64.76250091496334,0.222237896543592,-0.7371142271763435,15.349832273362786,0.002856182786560948
15-04-29,Algeirs,16.423508184699624,0.007082071716888428,61.61396634540251,-0.3783568455574794,-0.6322352032137094,14.574039273492755,0.0
15-04-30,Algeirs,18.71129630919428,0.007514749136027349,56.48990031455153,-0.13449529083871276,-0.34429972655658103,16.132957264108043,0.0
