date,city,temperature_2m_above_ground,specific_humidity_2m_above_ground,relative_humidity_2m_above_ground,u_component_of_wind_10m_above_ground,v_component_of_wind_10m_above_ground,precipitable_water_entire_atmosphere,total_precipitation_surface
19-01-01,Bhopal,17.893920164005717,0.004720994299756729,36.41897468451579,-0.960013926420598,-0.3102385960525571,10.646192602469524,0.0
19-01-02,Bhopal,17.60501328894965,0.004862243749656683,38.129474598091,-0.7056808799524873,-0.542559107445662,10.564807335970267,0.0
19-01-03,Bhopal,17.4319850925018,0.004865033452509377,38.6219517727803,-0.8071630256549013,-0.6223383806004126,10.666126243558022,0.0
19-01-04,Bhopal,17.15466898535258,0.004917345782733576,40.0019842934791,-0.9163302286363563,-0.6863567892257979,10.623829708133533,0.002617372097037222
19-01-05,Bhopal,17.129578249899634,0.005164855490289502,42.036637041559295,-1.118717199042331,-0.8932750644921944,11.377948806425854,0.0234561486694082
19-01-06,Bhopal,16.655220408979883,0.005076705959813854,42.46538252731558,-1.4958527013027147,-1.2351136065798072,11.281443087110464,0.008671261994233315
19-01-07,Bhopal,17.025459520784104,0.00512837444600021,41.793546325685064,-1.7271602102595682,-0.7975135375811065,11.954445394787546,6.148521695972775E-4
19-01-08,Bhopal,17.541857795225095,0.005023894617902039,39.07835558303916,-1.7212447776664537,-0.507166149226548,12.33772387454597,5.926953346568349E-5
19-01-09,Bhopal,17.797165638360745,0.005223123644984142,39.85620176551258,-1.8672730816290999,-0.5497545743296708,13.019958133420648,0.0
19-01-10,Bhopal,17.57875503182861,0.005154065498414342,39.62704806844866,-2.101355327927707,-1.1091097875475997,13.741086554085092,0.004158468637738702
19-01-11,Bhopal,17.648980476590935,0.0052184481215588096,39.908624406755365,-1.9897863202227577,-1.1507127674509976,13.870395250404336,0.003747643989884666
19-01-12,Bhopal,17.727594526965127,0.005032958779958944,38.62257340651989,-1.4068412035984812,-1.0620574993258916,12.387592508637386,3.546939993382492E-4
19-01-13,Bhopal,17.576714173119008,0.004634023048676135,36.16469286839179,-1.1334934552201794,-0.9866011540587569,11.256401441512374,0.009866623239270185
19-01-14,Bhopal,17.827857101975816,0.004542090033110228,34.60325545501362,-1.409296728533261,-0.7626001486453914,11.714474086121983,0.018758253421015315
19-01-15,Bhopal,18.88537065641599,0.0048936063626801385,34.64258468185464,-1.5106919978450952,-0.21195841976519553,13.514700441575638,0.02442874140314804
19-01-16,Bhopal,19.135755473018307,0.005185406653929979,36.52669204075342,-1.4368709960352646,-0.03254395702089101,13.907289209632117,0.13865054904636984
19-01-17,Bhopal,19.286164978164248,0.005396156259143244,37.995617456577804,-0.9713808054628957,-0.11760583234893719,14.159873412577248,0.09421750921724335
19-01-18,Bhopal,19.782477765327865,0.00617842963033314,42.488150194543685,-0.7257466787587409,0.38305048971695943,16.274233977994456,0.24612523116964452
19-01-19,Bhopal,19.521828607008405,0.0060402865238115685,42.85738619386242,-0.2948446995751754,0.11614461352504606,15.336218173455222,0.1002824811814615
19-01-20,Bhopal,18.760330146038598,0.005568223742980358,41.27194306700379,-0.08147697296494844,-0.21521126246588726,13.813012426446134,0.008032775867366232
19-01-21,Bhopal,17.955052391598095,0.006323677508206455,49.61041605707394,-0.884479044273678,-1.3557904466746782,15.313125923754905,0.09865672341770655
19-01-22,Bhopal,16.76470156889801,0.005963511500339043,50.236319796566605,-1.5036144419859852,-2.068794552120847,13.877718507332133,0.11567621921677064
19-01-23,Bhopal,16.11809103089099,0.005481540560111042,47.760357829883894,-1.525385023113762,-2.3945146988964536,12.201652690854173,0.11642188903266211
19-01-24,Bhopal,16.19109628265915,0.0053949790368179925,46.373816888132104,-1.2130510510533254,-2.150179601565743,11.98160829429428,0.05781752221591983
19-01-25,Bhopal,15.790978597661747,0.004767735164086976,41.444553845305485,-1.4547871548906277,-2.11394781486483,11.278079213600236,0.04989460732179996
19-01-26,Bhopal,16.048559018203967,0.004467719262958658,36.84252673049723,-1.2395281270343008,-1.2874920397198102,11.322097999187273,0.03612561152864436
19-01-27,Bhopal,16.882821485238683,0.00425956965668127,33.19700072189319,-1.3997905428124828,-0.7549153251051246,11.80914718371274,0.04814911032922103
19-01-28,Bhopal,17.829017961857144,0.0043424124701049215,32.14544851326846,-0.9939405630304772,-0.2778128638473456,12.568017052503093,0.025533074984637923
19-01-29,Bhopal,19.552143500806658,0.004806139294077585,32.23248562796717,-0.665842276597804,0.24061144065872286,14.348588127253015,0.003635382692853091
19-01-30,Bhopal,19.868034961864392,0.00490792544098523,32.68296528556753,-0.799327760634372,0.054839741809015324,14.669393913962665,0.00684184598931745
19-01-31,Bhopal,20.153997593400483,0.005553185650976359,36.41701020528315,-0.5768445116837798,-0.21634807252091084,16.051685152893214,0.015557329333286064
19-02-01,Bhopal,20.20349472575681,0.006267003655614198,41.43298830346786,-1.2552021734116983,-0.5398843478220412,17.771295296616035,0.048042018960342214
19-02-02,Bhopal,20.931409343904367,0.006023906260058219,38.02699753555447,-0.8274195420754538,0.23450239920700747,17.658130642783828,0.03510538159978257
19-02-03,Bhopal,21.36238095622881,0.00588732527910127,36.012140767023,-0.2791629832261724,0.37658553863896066,17.511670069661612,0.05575010487568539
19-02-04,Bhopal,20.892424746645425,0.005273098420015429,32.62912793623452,0.1071141795737681,0.3035721896328057,16.02334722004004,0.09307772469984874
19-02-05,Bhopal,19.922309609869764,0.005338238059520742,34.90730001470879,0.1610595154656738,0.2593104130379849,15.504485386246449,0.22116251004443185
19-02-06,Bhopal,19.31930178606054,0.005063030543684782,33.84113689270282,-0.16665629663104026,-0.32836138743467463,14.237903635524878,0.2160409576479486
19-02-07,Bhopal,18.836890718197413,0.004728962573740334,32.791734443665796,-0.6055235368201923,-0.7260157007742959,13.083211341136064,0.14213332653857064
19-02-08,Bhopal,19.471269511780047,0.005057997324897483,33.921326926351725,-1.349713015420633,-0.9569796318197447,14.755708890404124,0.13938791004915863
19-02-09,Bhopal,20.205258934753655,0.004927908197837838,32.29085006204371,-1.5006405501819462,-0.8569599599072237,15.583896865846373,0.07017374282118548
19-02-10,Bhopal,21.0452765341361,0.005047740549149557,31.940763990932364,-1.135311038578569,-0.7241104693897535,15.725059433513575,0.07350114550836641
19-02-11,Bhopal,22.10412925458606,0.005370497788056669,32.31485840540163,-0.9885195668083367,-0.6129419223188656,16.730828089160937,0.07396625440182454
19-02-12,Bhopal,22.56472132704102,0.0059494784004097126,34.805479045224104,-0.1304502832286398,-0.5912984947331984,17.554656027034586,0.07985664897074117
19-02-13,Bhopal,22.76620070868056,0.006048577654470438,34.60349898005218,0.47280692903790333,-0.5197686745654321,17.883461407285928,0.0975530360772358
19-02-14,Bhopal,22.73883404940037,0.005987334840726591,34.11059943079036,0.8964763793717965,-0.4759844298485915,17.9281699047666,0.08448798139416712
19-02-15,Bhopal,22.875587131810995,0.005411215409495053,30.46304542162362,0.8081824815854861,-1.0381067997722968,17.235515780565215,0.0024943980135658916
19-02-16,Bhopal,23.067536392003003,0.005199341068362701,29.131686437832062,0.3834702100490793,-0.711340543475311,17.314680163620196,0.00893779025453772
19-02-17,Bhopal,23.851864138116795,0.0053898154732481,28.2365592835384,0.6983126055863056,-0.14179029640723792,19.281011861203652,0.010857126081253544
19-02-18,Bhopal,24.411996700994262,0.006113211034853446,31.292205828826084,0.46090284786588415,-0.07874967023779687,20.81687292450217,0.016149563067214975
